start_time,end_time,topic,article_count,total_edits,sample_titles,batch_id
2026-05-28T20:05:00.000+02:00,2026-05-28T20:10:00.000+02:00,File:EYM,8,8,File:EYM 2018 Map.svg | File:EYM 2012 Map.svg | File:EYM 2022 Map.svg | File:EYM 2026 Map pl wiki.svg | File:EYM 2020 Map.svg | File:EYM 2014 Map 2.svg | File:EYM 2024 Map 2.svg | File:EYM 2018 Map 2.svg,38
2026-05-28T20:06:00.000+02:00,2026-05-28T20:11:00.000+02:00,File:EYM,8,8,File:EYM 2018 Map.svg | File:EYM 2012 Map.svg | File:EYM 2022 Map.svg | File:EYM 2026 Map pl wiki.svg | File:EYM 2020 Map.svg | File:EYM 2014 Map 2.svg | File:EYM 2024 Map 2.svg | File:EYM 2018 Map 2.svg,38
2026-05-28T20:07:00.000+02:00,2026-05-28T20:12:00.000+02:00,File:EYM,8,8,File:EYM 2018 Map.svg | File:EYM 2012 Map.svg | File:EYM 2022 Map.svg | File:EYM 2026 Map pl wiki.svg | File:EYM 2020 Map.svg | File:EYM 2014 Map 2.svg | File:EYM 2024 Map 2.svg | File:EYM 2018 Map 2.svg,38
2026-05-28T20:08:00.000+02:00,2026-05-28T20:13:00.000+02:00,File:EYM,8,8,File:EYM 2018 Map.svg | File:EYM 2012 Map.svg | File:EYM 2022 Map.svg | File:EYM 2026 Map pl wiki.svg | File:EYM 2020 Map.svg | File:EYM 2014 Map 2.svg | File:EYM 2024 Map 2.svg | File:EYM 2018 Map 2.svg,38
2026-05-28T20:06:00.000+02:00,2026-05-28T20:11:00.000+02:00,File:Alberto,2,6,File:Alberto Baena 20241101 (2).jpg | File:Alberto Baena 20241101 (1).jpg,38
2026-05-28T20:07:00.000+02:00,2026-05-28T20:12:00.000+02:00,File:Alberto,2,6,File:Alberto Baena 20241101 (2).jpg | File:Alberto Baena 20241101 (1).jpg,38
2026-05-28T20:07:00.000+02:00,2026-05-28T20:12:00.000+02:00,File:Lyndon,6,6,"File:Lyndon Johnson's 1955 Desk Diary I, beginning 3-28-1955 - DPLA - 188833e71ecf6235ec27bbe339e43c26 (page 1).jpg | File:Lyndon Johnson's 1955 Desk Diary I, beginning 3-28-1955 - DPLA - 188833e71ecf6235ec27bbe339e43c26 (page 2).jpg | File:Lyndon Johnson's 1954 Desk Diary I, beginning 3-26-1954 - DPLA - 18c4df7ad8010aa1c89a47b1d5e80ce5 (page 1).jpg | File:Lyndon Johnson's 1954 Desk Diary I, beginning 3-26-1954 - DPLA - 18c4df7ad8010aa1c89a47b1d5e80ce5 (page 3).jpg | File:Lyndon Johnson's 1954 Desk Diary I, beginning 3-26-1954 - DPLA - 18c4df7ad8010aa1c89a47b1d5e80ce5 (page 2).jpg | File:Lyndon Johnson's 1954 Desk Diary I, beginning 3-26-1954 - DPLA - 18c4df7ad8010aa1c89a47b1d5e80ce5.pdf",38
2026-05-28T20:08:00.000+02:00,2026-05-28T20:13:00.000+02:00,File:Alberto,2,6,File:Alberto Baena 20241101 (2).jpg | File:Alberto Baena 20241101 (1).jpg,38
2026-05-28T20:08:00.000+02:00,2026-05-28T20:13:00.000+02:00,File:Lyndon,6,6,"File:Lyndon Johnson's 1955 Desk Diary I, beginning 3-28-1955 - DPLA - 188833e71ecf6235ec27bbe339e43c26 (page 1).jpg | File:Lyndon Johnson's 1955 Desk Diary I, beginning 3-28-1955 - DPLA - 188833e71ecf6235ec27bbe339e43c26 (page 2).jpg | File:Lyndon Johnson's 1954 Desk Diary I, beginning 3-26-1954 - DPLA - 18c4df7ad8010aa1c89a47b1d5e80ce5 (page 1).jpg | File:Lyndon Johnson's 1954 Desk Diary I, beginning 3-26-1954 - DPLA - 18c4df7ad8010aa1c89a47b1d5e80ce5 (page 3).jpg | File:Lyndon Johnson's 1954 Desk Diary I, beginning 3-26-1954 - DPLA - 18c4df7ad8010aa1c89a47b1d5e80ce5 (page 2).jpg | File:Lyndon Johnson's 1954 Desk Diary I, beginning 3-26-1954 - DPLA - 18c4df7ad8010aa1c89a47b1d5e80ce5.pdf",38
2026-05-28T20:05:00.000+02:00,2026-05-28T20:10:00.000+02:00,File:Alberto,2,6,File:Alberto Baena 20241101 (2).jpg | File:Alberto Baena 20241101 (1).jpg,38
2026-05-28T20:05:00.000+02:00,2026-05-28T20:10:00.000+02:00,File:Lyndon,6,6,"File:Lyndon Johnson's 1955 Desk Diary I, beginning 3-28-1955 - DPLA - 188833e71ecf6235ec27bbe339e43c26 (page 1).jpg | File:Lyndon Johnson's 1955 Desk Diary I, beginning 3-28-1955 - DPLA - 188833e71ecf6235ec27bbe339e43c26 (page 2).jpg | File:Lyndon Johnson's 1954 Desk Diary I, beginning 3-26-1954 - DPLA - 18c4df7ad8010aa1c89a47b1d5e80ce5 (page 1).jpg | File:Lyndon Johnson's 1954 Desk Diary I, beginning 3-26-1954 - DPLA - 18c4df7ad8010aa1c89a47b1d5e80ce5 (page 3).jpg | File:Lyndon Johnson's 1954 Desk Diary I, beginning 3-26-1954 - DPLA - 18c4df7ad8010aa1c89a47b1d5e80ce5 (page 2).jpg | File:Lyndon Johnson's 1954 Desk Diary I, beginning 3-26-1954 - DPLA - 18c4df7ad8010aa1c89a47b1d5e80ce5.pdf",38
