start_time,end_time,user,edit_count,is_bot_flag,is_suspicious_flag,avg_length_diff,langs_edited,batch_id
2026-05-28T19:33:00.000+02:00,2026-05-28T19:38:00.000+02:00,SchlurcherBot,131,true,false,2011.1297709923665,"de, commons",11
2026-05-28T19:36:00.000+02:00,2026-05-28T19:41:00.000+02:00,SchlurcherBot,126,true,false,2030.8333333333333,"de, commons",11
2026-05-28T19:34:00.000+02:00,2026-05-28T19:39:00.000+02:00,SchlurcherBot,126,true,false,2030.8333333333333,"de, commons",11
2026-05-28T19:35:00.000+02:00,2026-05-28T19:40:00.000+02:00,SchlurcherBot,126,true,false,2030.8333333333333,"de, commons",11
2026-05-28T19:37:00.000+02:00,2026-05-28T19:42:00.000+02:00,SchlurcherBot,96,true,false,2027.3333333333333,"de, commons",11
2026-05-28T19:33:00.000+02:00,2026-05-28T19:38:00.000+02:00,İmmortalance,86,false,true,-357.40697674418607,www,11
2026-05-28T19:34:00.000+02:00,2026-05-28T19:39:00.000+02:00,İmmortalance,86,false,true,-357.40697674418607,www,11
2026-05-28T19:35:00.000+02:00,2026-05-28T19:40:00.000+02:00,İmmortalance,86,false,true,-357.40697674418607,www,11
2026-05-28T19:33:00.000+02:00,2026-05-28T19:38:00.000+02:00,MS Sakib,86,true,false,136.22093023255815,www,11
2026-05-28T19:36:00.000+02:00,2026-05-28T19:41:00.000+02:00,İmmortalance,86,false,true,-357.40697674418607,www,11
2026-05-28T19:34:00.000+02:00,2026-05-28T19:39:00.000+02:00,MS Sakib,83,true,false,136.65060240963857,www,11
2026-05-28T19:35:00.000+02:00,2026-05-28T19:40:00.000+02:00,MS Sakib,83,true,false,136.65060240963857,www,11
2026-05-28T19:36:00.000+02:00,2026-05-28T19:41:00.000+02:00,MS Sakib,83,true,false,136.65060240963857,www,11
2026-05-28T19:37:00.000+02:00,2026-05-28T19:42:00.000+02:00,MS Sakib,61,true,false,135.01639344262296,www,11
2026-05-28T19:34:00.000+02:00,2026-05-28T19:39:00.000+02:00,LiMrBot,59,true,false,-35.559322033898304,www,11
2026-05-28T19:36:00.000+02:00,2026-05-28T19:41:00.000+02:00,LiMrBot,59,true,false,-35.559322033898304,www,11
2026-05-28T19:33:00.000+02:00,2026-05-28T19:38:00.000+02:00,LiMrBot,59,true,false,-35.559322033898304,www,11
2026-05-28T19:35:00.000+02:00,2026-05-28T19:40:00.000+02:00,LiMrBot,59,true,false,-35.559322033898304,www,11
2026-05-28T19:37:00.000+02:00,2026-05-28T19:42:00.000+02:00,İmmortalance,55,false,true,-339.74545454545455,www,11
2026-05-28T19:33:00.000+02:00,2026-05-28T19:38:00.000+02:00,DERDAKI ILIAS,49,false,true,126.0,www,11
2026-05-28T19:35:00.000+02:00,2026-05-28T19:40:00.000+02:00,DERDAKI ILIAS,47,false,true,126.0,www,11
2026-05-28T19:36:00.000+02:00,2026-05-28T19:41:00.000+02:00,DERDAKI ILIAS,47,false,true,126.0,www,11
2026-05-28T19:34:00.000+02:00,2026-05-28T19:39:00.000+02:00,DERDAKI ILIAS,47,false,true,126.0,www,11
2026-05-28T19:37:00.000+02:00,2026-05-28T19:42:00.000+02:00,LiMrBot,46,true,false,3.5652173913043477,www,11
2026-05-28T19:33:00.000+02:00,2026-05-28T19:38:00.000+02:00,DPLA bot,40,true,false,24580.675,commons,11
2026-05-28T19:34:00.000+02:00,2026-05-28T19:39:00.000+02:00,DPLA bot,39,true,false,24524.82051282051,commons,11
2026-05-28T19:35:00.000+02:00,2026-05-28T19:40:00.000+02:00,DPLA bot,39,true,false,24524.82051282051,commons,11
2026-05-28T19:36:00.000+02:00,2026-05-28T19:41:00.000+02:00,DPLA bot,39,true,false,24524.82051282051,commons,11
2026-05-28T19:37:00.000+02:00,2026-05-28T19:42:00.000+02:00,DERDAKI ILIAS,36,false,true,126.0,www,11
2026-05-28T19:37:00.000+02:00,2026-05-28T19:42:00.000+02:00,DPLA bot,33,true,false,24362.666666666668,commons,11
2026-05-28T19:33:00.000+02:00,2026-05-28T19:38:00.000+02:00,Reinheitsgebot,28,true,false,432.5357142857143,www,11
2026-05-28T19:33:00.000+02:00,2026-05-28T19:38:00.000+02:00,Emijrpbot,27,true,false,647.5925925925926,commons,11
2026-05-28T19:34:00.000+02:00,2026-05-28T19:39:00.000+02:00,Emijrpbot,26,true,false,658.9615384615385,commons,11
2026-05-28T19:34:00.000+02:00,2026-05-28T19:39:00.000+02:00,Reinheitsgebot,26,true,false,433.7307692307692,www,11
2026-05-28T19:35:00.000+02:00,2026-05-28T19:40:00.000+02:00,Emijrpbot,26,true,false,658.9615384615385,commons,11
2026-05-28T19:35:00.000+02:00,2026-05-28T19:40:00.000+02:00,Reinheitsgebot,26,true,false,433.7307692307692,www,11
2026-05-28T19:36:00.000+02:00,2026-05-28T19:41:00.000+02:00,Reinheitsgebot,26,true,false,433.7307692307692,www,11
2026-05-28T19:36:00.000+02:00,2026-05-28T19:41:00.000+02:00,Emijrpbot,26,true,false,658.9615384615385,commons,11
2026-05-28T19:37:00.000+02:00,2026-05-28T19:42:00.000+02:00,Reinheitsgebot,26,true,false,433.7307692307692,www,11
2026-05-28T19:33:00.000+02:00,2026-05-28T19:38:00.000+02:00,NeptuneBot,21,true,false,0.0,bs,11
2026-05-28T19:37:00.000+02:00,2026-05-28T19:42:00.000+02:00,Emijrpbot,21,true,false,648.8095238095239,commons,11
2026-05-28T19:34:00.000+02:00,2026-05-28T19:39:00.000+02:00,NeptuneBot,20,true,false,0.0,bs,11
2026-05-28T19:35:00.000+02:00,2026-05-28T19:40:00.000+02:00,NeptuneBot,20,true,false,0.0,bs,11
2026-05-28T19:36:00.000+02:00,2026-05-28T19:41:00.000+02:00,NeptuneBot,20,true,false,0.0,bs,11
2026-05-28T19:37:00.000+02:00,2026-05-28T19:42:00.000+02:00,NeptuneBot,15,true,false,0.0,bs,11
2026-05-28T19:33:00.000+02:00,2026-05-28T19:38:00.000+02:00,InternetArchiveBot,10,true,false,244.9,"ce, oc, no, ru, zh, uz, tt",11
2026-05-28T19:36:00.000+02:00,2026-05-28T19:41:00.000+02:00,InternetArchiveBot,9,true,false,229.0,"ce, oc, no, ru, zh, uz, tt",11
2026-05-28T19:34:00.000+02:00,2026-05-28T19:39:00.000+02:00,InternetArchiveBot,9,true,false,229.0,"ce, oc, no, ru, zh, uz, tt",11
