start_time,end_time,user,edit_count,is_bot_flag,is_suspicious_flag,avg_length_diff,langs_edited,batch_id
2026-05-28T20:58:00.000+02:00,2026-05-28T21:03:00.000+02:00,SchlurcherBot,222,true,false,2577.265765765766,commons,77
2026-05-28T20:58:00.000+02:00,2026-05-28T21:03:00.000+02:00,Emijrpbot,204,true,false,1184.7058823529412,commons,77
2026-05-28T20:58:00.000+02:00,2026-05-28T21:03:00.000+02:00,MS Sakib,153,true,false,156.22222222222223,www,77
2026-05-28T20:58:00.000+02:00,2026-05-28T21:03:00.000+02:00,İmmortalance,151,false,true,74.60264900662251,www,77
2026-05-28T20:59:00.000+02:00,2026-05-28T21:04:00.000+02:00,Emijrpbot,131,true,false,1380.618320610687,commons,77
2026-05-28T21:01:00.000+02:00,2026-05-28T21:06:00.000+02:00,Emijrpbot,131,true,false,1380.618320610687,commons,77
2026-05-28T21:00:00.000+02:00,2026-05-28T21:05:00.000+02:00,Emijrpbot,131,true,false,1380.618320610687,commons,77
2026-05-28T21:00:00.000+02:00,2026-05-28T21:05:00.000+02:00,SchlurcherBot,124,true,false,2587.951612903226,commons,77
2026-05-28T21:01:00.000+02:00,2026-05-28T21:06:00.000+02:00,SchlurcherBot,124,true,false,2587.951612903226,commons,77
2026-05-28T20:59:00.000+02:00,2026-05-28T21:04:00.000+02:00,SchlurcherBot,124,true,false,2587.951612903226,commons,77
2026-05-28T20:58:00.000+02:00,2026-05-28T21:03:00.000+02:00,DERDAKI ILIAS,111,false,true,109.81981981981981,www,77
2026-05-28T20:58:00.000+02:00,2026-05-28T21:03:00.000+02:00,DPLA bot,105,true,false,24825.904761904763,commons,77
2026-05-28T21:00:00.000+02:00,2026-05-28T21:05:00.000+02:00,İmmortalance,87,false,true,75.20689655172414,www,77
2026-05-28T20:59:00.000+02:00,2026-05-28T21:04:00.000+02:00,İmmortalance,87,false,true,75.20689655172414,www,77
2026-05-28T21:01:00.000+02:00,2026-05-28T21:06:00.000+02:00,MS Sakib,87,true,false,156.6551724137931,www,77
2026-05-28T21:00:00.000+02:00,2026-05-28T21:05:00.000+02:00,MS Sakib,87,true,false,156.6551724137931,www,77
2026-05-28T20:59:00.000+02:00,2026-05-28T21:04:00.000+02:00,MS Sakib,87,true,false,156.6551724137931,www,77
2026-05-28T21:01:00.000+02:00,2026-05-28T21:06:00.000+02:00,İmmortalance,87,false,true,75.20689655172414,www,77
2026-05-28T20:59:00.000+02:00,2026-05-28T21:04:00.000+02:00,DERDAKI ILIAS,61,false,true,110.0,www,77
2026-05-28T21:01:00.000+02:00,2026-05-28T21:06:00.000+02:00,DERDAKI ILIAS,61,false,true,110.0,www,77
2026-05-28T21:00:00.000+02:00,2026-05-28T21:05:00.000+02:00,DERDAKI ILIAS,61,false,true,110.0,www,77
2026-05-28T21:00:00.000+02:00,2026-05-28T21:05:00.000+02:00,DPLA bot,58,true,false,25030.206896551725,commons,77
2026-05-28T21:01:00.000+02:00,2026-05-28T21:06:00.000+02:00,DPLA bot,58,true,false,25030.206896551725,commons,77
2026-05-28T20:59:00.000+02:00,2026-05-28T21:04:00.000+02:00,DPLA bot,58,true,false,25030.206896551725,commons,77
2026-05-28T20:58:00.000+02:00,2026-05-28T21:03:00.000+02:00,Reinheitsgebot,56,true,false,423.9642857142857,www,77
2026-05-28T20:58:00.000+02:00,2026-05-28T21:03:00.000+02:00,PantheraLeo1359531,51,false,true,4572.21568627451,commons,77
2026-05-28T20:58:00.000+02:00,2026-05-28T21:03:00.000+02:00,JJMC89 bot III,47,false,false,15.0,"www, en",77
2026-05-28T20:58:00.000+02:00,2026-05-28T21:03:00.000+02:00,LucaDrBiondi,33,false,true,493.90909090909093,www,77
2026-05-28T20:58:00.000+02:00,2026-05-28T21:03:00.000+02:00,GreenC bot,30,true,false,96.7,en,77
2026-05-28T21:01:00.000+02:00,2026-05-28T21:06:00.000+02:00,Reinheitsgebot,27,true,false,424.51851851851853,www,77
2026-05-28T20:59:00.000+02:00,2026-05-28T21:04:00.000+02:00,Reinheitsgebot,27,true,false,424.51851851851853,www,77
2026-05-28T21:00:00.000+02:00,2026-05-28T21:05:00.000+02:00,Reinheitsgebot,27,true,false,424.51851851851853,www,77
2026-05-28T21:00:00.000+02:00,2026-05-28T21:05:00.000+02:00,JJMC89 bot III,25,false,false,15.0,"www, en",77
2026-05-28T21:01:00.000+02:00,2026-05-28T21:06:00.000+02:00,JJMC89 bot III,25,false,false,15.0,"www, en",77
2026-05-28T20:59:00.000+02:00,2026-05-28T21:04:00.000+02:00,JJMC89 bot III,25,false,false,15.0,"www, en",77
2026-05-28T21:01:00.000+02:00,2026-05-28T21:06:00.000+02:00,PantheraLeo1359531,21,false,true,5765.9047619047615,commons,77
2026-05-28T20:59:00.000+02:00,2026-05-28T21:04:00.000+02:00,PantheraLeo1359531,21,false,true,5765.9047619047615,commons,77
2026-05-28T20:58:00.000+02:00,2026-05-28T21:03:00.000+02:00,DOPBot,21,true,false,1052.095238095238,commons,77
2026-05-28T21:00:00.000+02:00,2026-05-28T21:05:00.000+02:00,PantheraLeo1359531,21,false,true,5765.9047619047615,commons,77
2026-05-28T21:00:00.000+02:00,2026-05-28T21:05:00.000+02:00,LucaDrBiondi,18,false,true,507.05555555555554,www,77
2026-05-28T20:59:00.000+02:00,2026-05-28T21:04:00.000+02:00,LucaDrBiondi,18,false,true,507.05555555555554,www,77
2026-05-28T21:01:00.000+02:00,2026-05-28T21:06:00.000+02:00,LucaDrBiondi,18,false,true,507.05555555555554,www,77
2026-05-28T21:01:00.000+02:00,2026-05-28T21:06:00.000+02:00,GreenC bot,16,true,false,142.8125,en,77
2026-05-28T21:00:00.000+02:00,2026-05-28T21:05:00.000+02:00,GreenC bot,16,true,false,142.8125,en,77
2026-05-28T20:58:00.000+02:00,2026-05-28T21:03:00.000+02:00,Zafer,16,false,false,434.0625,commons,77
2026-05-28T20:59:00.000+02:00,2026-05-28T21:04:00.000+02:00,GreenC bot,16,true,false,142.8125,en,77
2026-05-28T21:00:00.000+02:00,2026-05-28T21:05:00.000+02:00,Gordon2007,14,false,true,191.92857142857142,www,77
2026-05-28T20:59:00.000+02:00,2026-05-28T21:04:00.000+02:00,Gordon2007,14,false,true,191.92857142857142,www,77
2026-05-28T21:01:00.000+02:00,2026-05-28T21:06:00.000+02:00,Gordon2007,14,false,true,191.92857142857142,www,77
2026-05-28T20:58:00.000+02:00,2026-05-28T21:03:00.000+02:00,Gordon2007,14,false,true,191.92857142857142,www,77
