start_time,end_time,user,edit_count,is_bot_flag,is_suspicious_flag,avg_length_diff,langs_edited,batch_id
2026-05-28T19:46:00.000+02:00,2026-05-28T19:51:00.000+02:00,SchlurcherBot,128,true,false,2117.0234375,"commons, en",17
2026-05-28T19:45:00.000+02:00,2026-05-28T19:50:00.000+02:00,SchlurcherBot,128,true,false,2117.0234375,"commons, en",17
2026-05-28T19:44:00.000+02:00,2026-05-28T19:49:00.000+02:00,SchlurcherBot,128,true,false,2117.0234375,"commons, en",17
2026-05-28T19:43:00.000+02:00,2026-05-28T19:48:00.000+02:00,SchlurcherBot,128,true,false,2117.0234375,"commons, en",17
2026-05-28T19:46:00.000+02:00,2026-05-28T19:51:00.000+02:00,İmmortalance,89,false,true,-352.0674157303371,www,17
2026-05-28T19:44:00.000+02:00,2026-05-28T19:49:00.000+02:00,İmmortalance,89,false,true,-352.0674157303371,www,17
2026-05-28T19:43:00.000+02:00,2026-05-28T19:48:00.000+02:00,İmmortalance,89,false,true,-352.0674157303371,www,17
2026-05-28T19:45:00.000+02:00,2026-05-28T19:50:00.000+02:00,İmmortalance,89,false,true,-352.0674157303371,www,17
2026-05-28T19:46:00.000+02:00,2026-05-28T19:51:00.000+02:00,MS Sakib,86,true,false,151.52325581395348,www,17
2026-05-28T19:45:00.000+02:00,2026-05-28T19:50:00.000+02:00,MS Sakib,86,true,false,151.52325581395348,www,17
2026-05-28T19:44:00.000+02:00,2026-05-28T19:49:00.000+02:00,MS Sakib,86,true,false,151.52325581395348,www,17
2026-05-28T19:43:00.000+02:00,2026-05-28T19:48:00.000+02:00,MS Sakib,86,true,false,151.52325581395348,www,17
2026-05-28T19:47:00.000+02:00,2026-05-28T19:52:00.000+02:00,SchlurcherBot,65,true,false,2087.8153846153846,commons,17
2026-05-28T19:47:00.000+02:00,2026-05-28T19:52:00.000+02:00,İmmortalance,55,false,true,-308.7090909090909,www,17
2026-05-28T19:46:00.000+02:00,2026-05-28T19:51:00.000+02:00,DERDAKI ILIAS,51,false,true,108.0,www,17
2026-05-28T19:45:00.000+02:00,2026-05-28T19:50:00.000+02:00,DERDAKI ILIAS,51,false,true,108.0,www,17
2026-05-28T19:44:00.000+02:00,2026-05-28T19:49:00.000+02:00,DERDAKI ILIAS,51,false,true,108.0,www,17
2026-05-28T19:43:00.000+02:00,2026-05-28T19:48:00.000+02:00,DERDAKI ILIAS,51,false,true,108.0,www,17
2026-05-28T19:47:00.000+02:00,2026-05-28T19:52:00.000+02:00,MS Sakib,44,true,false,145.95454545454547,www,17
2026-05-28T19:44:00.000+02:00,2026-05-28T19:49:00.000+02:00,Reinheitsgebot,40,true,false,431.225,www,17
2026-05-28T19:46:00.000+02:00,2026-05-28T19:51:00.000+02:00,Reinheitsgebot,40,true,false,431.225,www,17
2026-05-28T19:45:00.000+02:00,2026-05-28T19:50:00.000+02:00,Reinheitsgebot,40,true,false,431.225,www,17
2026-05-28T19:43:00.000+02:00,2026-05-28T19:48:00.000+02:00,Reinheitsgebot,40,true,false,431.225,www,17
2026-05-28T19:47:00.000+02:00,2026-05-28T19:52:00.000+02:00,DERDAKI ILIAS,25,false,true,108.0,www,17
2026-05-28T19:47:00.000+02:00,2026-05-28T19:52:00.000+02:00,Reinheitsgebot,20,true,false,430.3,www,17
2026-05-28T19:46:00.000+02:00,2026-05-28T19:51:00.000+02:00,GreenC bot,7,true,false,7.0,en,17
2026-05-28T19:45:00.000+02:00,2026-05-28T19:50:00.000+02:00,GreenC bot,7,true,false,7.0,en,17
2026-05-28T19:44:00.000+02:00,2026-05-28T19:49:00.000+02:00,GreenC bot,7,true,false,7.0,en,17
2026-05-28T19:43:00.000+02:00,2026-05-28T19:48:00.000+02:00,GreenC bot,7,true,false,7.0,en,17
2026-05-28T19:46:00.000+02:00,2026-05-28T19:51:00.000+02:00,Don-vip,5,false,false,350.4,www,17
2026-05-28T19:43:00.000+02:00,2026-05-28T19:48:00.000+02:00,Don-vip,5,false,false,350.4,www,17
2026-05-28T19:47:00.000+02:00,2026-05-28T19:52:00.000+02:00,GreenC bot,5,true,false,14.0,en,17
2026-05-28T19:45:00.000+02:00,2026-05-28T19:50:00.000+02:00,Don-vip,5,false,false,350.4,www,17
2026-05-28T19:44:00.000+02:00,2026-05-28T19:49:00.000+02:00,Don-vip,5,false,false,350.4,www,17
2026-05-28T19:47:00.000+02:00,2026-05-28T19:52:00.000+02:00,Don-vip,4,false,false,410.25,www,17
2026-05-28T19:46:00.000+02:00,2026-05-28T19:51:00.000+02:00,B-bot,3,true,false,772.0,en,17
2026-05-28T19:45:00.000+02:00,2026-05-28T19:50:00.000+02:00,B-bot,3,true,false,772.0,en,17
2026-05-28T19:47:00.000+02:00,2026-05-28T19:52:00.000+02:00,Romano1981,3,false,false,157.66666666666666,commons,17
2026-05-28T19:44:00.000+02:00,2026-05-28T19:49:00.000+02:00,Romano1981,3,false,false,157.66666666666666,commons,17
2026-05-28T19:43:00.000+02:00,2026-05-28T19:48:00.000+02:00,Romano1981,3,false,false,157.66666666666666,commons,17
2026-05-28T19:44:00.000+02:00,2026-05-28T19:49:00.000+02:00,B-bot,3,true,false,772.0,en,17
2026-05-28T19:43:00.000+02:00,2026-05-28T19:48:00.000+02:00,B-bot,3,true,false,772.0,en,17
2026-05-28T19:46:00.000+02:00,2026-05-28T19:51:00.000+02:00,Romano1981,3,false,false,157.66666666666666,commons,17
2026-05-28T19:45:00.000+02:00,2026-05-28T19:50:00.000+02:00,Romano1981,3,false,false,157.66666666666666,commons,17
