start_time,end_time,user,edit_count,is_bot_flag,is_suspicious_flag,avg_length_diff,langs_edited,batch_id
2026-05-28T21:48:00.000+02:00,2026-05-28T21:53:00.000+02:00,SchlurcherBot,12,true,false,2469.8333333333335,commons,129
2026-05-28T21:49:00.000+02:00,2026-05-28T21:54:00.000+02:00,SchlurcherBot,12,true,false,2469.8333333333335,commons,129
2026-05-28T21:50:00.000+02:00,2026-05-28T21:55:00.000+02:00,SchlurcherBot,12,true,false,2469.8333333333335,commons,129
2026-05-28T21:51:00.000+02:00,2026-05-28T21:56:00.000+02:00,SchlurcherBot,12,true,false,2469.8333333333335,commons,129
2026-05-28T21:52:00.000+02:00,2026-05-28T21:57:00.000+02:00,SchlurcherBot,12,true,false,2469.8333333333335,commons,129
2026-05-28T21:48:00.000+02:00,2026-05-28T21:53:00.000+02:00,MS Sakib,10,true,false,137.7,www,129
2026-05-28T21:49:00.000+02:00,2026-05-28T21:54:00.000+02:00,MS Sakib,10,true,false,137.7,www,129
2026-05-28T21:51:00.000+02:00,2026-05-28T21:56:00.000+02:00,MS Sakib,10,true,false,137.7,www,129
2026-05-28T21:52:00.000+02:00,2026-05-28T21:57:00.000+02:00,MS Sakib,10,true,false,137.7,www,129
2026-05-28T21:50:00.000+02:00,2026-05-28T21:55:00.000+02:00,MS Sakib,10,true,false,137.7,www,129
2026-05-28T21:50:00.000+02:00,2026-05-28T21:55:00.000+02:00,DERDAKI ILIAS,6,false,false,110.0,www,129
2026-05-28T21:52:00.000+02:00,2026-05-28T21:57:00.000+02:00,DERDAKI ILIAS,6,false,false,110.0,www,129
2026-05-28T21:48:00.000+02:00,2026-05-28T21:53:00.000+02:00,DERDAKI ILIAS,6,false,false,110.0,www,129
2026-05-28T21:49:00.000+02:00,2026-05-28T21:54:00.000+02:00,DERDAKI ILIAS,6,false,false,110.0,www,129
2026-05-28T21:51:00.000+02:00,2026-05-28T21:56:00.000+02:00,DERDAKI ILIAS,6,false,false,110.0,www,129
2026-05-28T21:49:00.000+02:00,2026-05-28T21:54:00.000+02:00,DPLA bot,4,true,false,25803.5,commons,129
2026-05-28T21:50:00.000+02:00,2026-05-28T21:55:00.000+02:00,DPLA bot,4,true,false,25803.5,commons,129
2026-05-28T21:50:00.000+02:00,2026-05-28T21:55:00.000+02:00,Reinheitsgebot,4,true,false,415.0,www,129
2026-05-28T21:51:00.000+02:00,2026-05-28T21:56:00.000+02:00,Reinheitsgebot,4,true,false,415.0,www,129
2026-05-28T21:52:00.000+02:00,2026-05-28T21:57:00.000+02:00,DPLA bot,4,true,false,25803.5,commons,129
2026-05-28T21:48:00.000+02:00,2026-05-28T21:53:00.000+02:00,DPLA bot,4,true,false,25803.5,commons,129
2026-05-28T21:48:00.000+02:00,2026-05-28T21:53:00.000+02:00,Reinheitsgebot,4,true,false,415.0,www,129
2026-05-28T21:49:00.000+02:00,2026-05-28T21:54:00.000+02:00,Reinheitsgebot,4,true,false,415.0,www,129
2026-05-28T21:51:00.000+02:00,2026-05-28T21:56:00.000+02:00,DPLA bot,4,true,false,25803.5,commons,129
2026-05-28T21:52:00.000+02:00,2026-05-28T21:57:00.000+02:00,Reinheitsgebot,4,true,false,415.0,www,129
2026-05-28T21:48:00.000+02:00,2026-05-28T21:53:00.000+02:00,InternetArchiveBot,3,true,false,222.0,"cy, ce, es",129
2026-05-28T21:48:00.000+02:00,2026-05-28T21:53:00.000+02:00,Cookroach,3,false,false,99.0,www,129
2026-05-28T21:48:00.000+02:00,2026-05-28T21:53:00.000+02:00,İmmortalance,3,false,false,-205.0,www,129
2026-05-28T21:49:00.000+02:00,2026-05-28T21:54:00.000+02:00,Cookroach,3,false,false,99.0,www,129
2026-05-28T21:49:00.000+02:00,2026-05-28T21:54:00.000+02:00,InternetArchiveBot,3,true,false,222.0,"cy, ce, es",129
2026-05-28T21:49:00.000+02:00,2026-05-28T21:54:00.000+02:00,İmmortalance,3,false,false,-205.0,www,129
2026-05-28T21:50:00.000+02:00,2026-05-28T21:55:00.000+02:00,Cookroach,3,false,false,99.0,www,129
2026-05-28T21:50:00.000+02:00,2026-05-28T21:55:00.000+02:00,InternetArchiveBot,3,true,false,222.0,"cy, ce, es",129
2026-05-28T21:50:00.000+02:00,2026-05-28T21:55:00.000+02:00,İmmortalance,3,false,false,-205.0,www,129
2026-05-28T21:51:00.000+02:00,2026-05-28T21:56:00.000+02:00,Cookroach,3,false,false,99.0,www,129
2026-05-28T21:51:00.000+02:00,2026-05-28T21:56:00.000+02:00,InternetArchiveBot,3,true,false,222.0,"cy, ce, es",129
2026-05-28T21:51:00.000+02:00,2026-05-28T21:56:00.000+02:00,İmmortalance,3,false,false,-205.0,www,129
2026-05-28T21:52:00.000+02:00,2026-05-28T21:57:00.000+02:00,Cookroach,3,false,false,99.0,www,129
2026-05-28T21:52:00.000+02:00,2026-05-28T21:57:00.000+02:00,InternetArchiveBot,3,true,false,222.0,"cy, ce, es",129
2026-05-28T21:52:00.000+02:00,2026-05-28T21:57:00.000+02:00,İmmortalance,3,false,false,-205.0,www,129
