start_time,end_time,title,total_edits,unique_users,combatants,latest_comment,latest_revision,batch_id
2026-05-07T20:44:00.000+02:00,2026-05-07T20:49:00.000+02:00,Laudium,5,2,"~2026-27683-44, Tessaract2",Reverted 3 edits by [[Special:Contributions/~2026-27683-44|~2026-27683-44]] ([[User talk:~2026-27683-44|talk]]) to last revision by Tessaract2,1353028456,298
2026-05-07T20:45:00.000+02:00,2026-05-07T20:50:00.000+02:00,Laudium,4,2,"~2026-27683-44, Tessaract2",Reverted 3 edits by [[Special:Contributions/~2026-27683-44|~2026-27683-44]] ([[User talk:~2026-27683-44|talk]]) to last revision by Tessaract2,1353028456,298
