start_time,end_time,title,total_edits,unique_users,combatants,latest_comment,latest_revision,batch_id
2026-05-07T19:25:00.000+02:00,2026-05-07T19:30:00.000+02:00,Melbourn Village College,5,5,"~2026-27707-94, Leonidlednev, ~2026-27615-90, ~2026-27767-84, ClueBot NG","Reverting possible vandalism by [[Special:Contribs/~2026-27707-94|~2026-27707-94]] to version by ~2026-27615-90. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (4511136) (Bot)",1353017562,25
2026-05-07T19:24:00.000+02:00,2026-05-07T19:29:00.000+02:00,Melbourn Village College,5,5,"~2026-27707-94, Leonidlednev, ~2026-27615-90, ~2026-27767-84, ClueBot NG","Reverting possible vandalism by [[Special:Contribs/~2026-27707-94|~2026-27707-94]] to version by ~2026-27615-90. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (4511136) (Bot)",1353017562,25
2026-05-07T19:26:00.000+02:00,2026-05-07T19:31:00.000+02:00,Melbourn Village College,5,5,"~2026-27707-94, Leonidlednev, ~2026-27615-90, ~2026-27767-84, ClueBot NG","Reverting possible vandalism by [[Special:Contribs/~2026-27707-94|~2026-27707-94]] to version by ~2026-27615-90. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (4511136) (Bot)",1353017562,25
2026-05-07T19:27:00.000+02:00,2026-05-07T19:32:00.000+02:00,Melbourn Village College,4,4,"~2026-27707-94, Leonidlednev, ~2026-27615-90, ClueBot NG","Reverting possible vandalism by [[Special:Contribs/~2026-27707-94|~2026-27707-94]] to version by ~2026-27615-90. [[WP:CBFP|Report False Positive?]] Thanks, [[WP:CBNG|ClueBot NG]]. (4511136) (Bot)",1353017562,25
