start_time,end_time,title,total_edits,unique_users,batch_id
2026-05-07T18:39:00.000+02:00,2026-05-07T18:44:00.000+02:00,Q139695593,14,1,126
2026-05-07T18:38:00.000+02:00,2026-05-07T18:43:00.000+02:00,Q139695593,14,1,126
2026-05-07T18:37:00.000+02:00,2026-05-07T18:42:00.000+02:00,Q139695593,14,1,126
2026-05-07T18:39:00.000+02:00,2026-05-07T18:44:00.000+02:00,Q139695626,11,1,126
2026-05-07T18:37:00.000+02:00,2026-05-07T18:42:00.000+02:00,Q139695626,11,1,126
2026-05-07T18:40:00.000+02:00,2026-05-07T18:45:00.000+02:00,Q139695626,11,1,126
2026-05-07T18:38:00.000+02:00,2026-05-07T18:43:00.000+02:00,Q139695626,11,1,126
2026-05-07T18:40:00.000+02:00,2026-05-07T18:45:00.000+02:00,Q139695593,10,1,126
2026-05-07T18:41:00.000+02:00,2026-05-07T18:46:00.000+02:00,Q139695628,9,1,126
2026-05-07T18:40:00.000+02:00,2026-05-07T18:45:00.000+02:00,Q139695628,9,1,126
2026-05-07T18:39:00.000+02:00,2026-05-07T18:44:00.000+02:00,Q139695628,9,1,126
2026-05-07T18:38:00.000+02:00,2026-05-07T18:43:00.000+02:00,Q139695628,9,1,126
2026-05-07T18:37:00.000+02:00,2026-05-07T18:42:00.000+02:00,Q139695628,9,1,126
2026-05-07T18:39:00.000+02:00,2026-05-07T18:44:00.000+02:00,Q139695620,8,1,126
2026-05-07T18:38:00.000+02:00,2026-05-07T18:43:00.000+02:00,Q139695620,8,1,126
2026-05-07T18:37:00.000+02:00,2026-05-07T18:42:00.000+02:00,Q139695620,8,1,126
2026-05-07T18:39:00.000+02:00,2026-05-07T18:44:00.000+02:00,Q139695557,7,1,126
2026-05-07T18:37:00.000+02:00,2026-05-07T18:42:00.000+02:00,Q139695557,7,1,126
2026-05-07T18:38:00.000+02:00,2026-05-07T18:43:00.000+02:00,Q139695557,7,1,126
2026-05-07T18:38:00.000+02:00,2026-05-07T18:43:00.000+02:00,Q139695624,6,1,126
2026-05-07T18:39:00.000+02:00,2026-05-07T18:44:00.000+02:00,Q138468111,6,1,126
2026-05-07T18:40:00.000+02:00,2026-05-07T18:45:00.000+02:00,Q139695557,6,1,126
2026-05-07T18:39:00.000+02:00,2026-05-07T18:44:00.000+02:00,Q139695624,6,1,126
2026-05-07T18:37:00.000+02:00,2026-05-07T18:42:00.000+02:00,Q139695624,6,1,126
2026-05-07T18:38:00.000+02:00,2026-05-07T18:43:00.000+02:00,Q138468111,6,1,126
2026-05-07T18:37:00.000+02:00,2026-05-07T18:42:00.000+02:00,Q138468111,6,1,126
2026-05-07T18:40:00.000+02:00,2026-05-07T18:45:00.000+02:00,Q139695620,5,1,126
2026-05-07T18:40:00.000+02:00,2026-05-07T18:45:00.000+02:00,Q139695624,4,1,126
2026-05-07T18:41:00.000+02:00,2026-05-07T18:46:00.000+02:00,Q139695593,4,1,126
2026-05-07T18:41:00.000+02:00,2026-05-07T18:46:00.000+02:00,Q139695557,4,1,126
2026-05-07T18:39:00.000+02:00,2026-05-07T18:44:00.000+02:00,"File:Civetta, Agordo, Monte Celo, Tamer Grande, Monte Pelmo, Alleghe, Pale di San Lucano - Dolomites aerial (cropped).jpg",4,1,126
2026-05-07T18:38:00.000+02:00,2026-05-07T18:43:00.000+02:00,"File:Civetta, Agordo, Monte Celo, Tamer Grande, Monte Pelmo, Alleghe, Pale di San Lucano - Dolomites aerial (cropped).jpg",4,1,126
2026-05-07T18:37:00.000+02:00,2026-05-07T18:42:00.000+02:00,"File:Civetta, Agordo, Monte Celo, Tamer Grande, Monte Pelmo, Alleghe, Pale di San Lucano - Dolomites aerial (cropped).jpg",4,1,126
