start_time,end_time,title,total_edits,unique_users,combatants,latest_comment,latest_revision,reverts_count,batch_id
2026-05-28T21:23:00.000+02:00,2026-05-28T21:28:00.000+02:00,Tupi people,3,2,"Codename Noreste, Bernardosantana12134",Updated short description,1356601331,1,119
2026-05-28T21:24:00.000+02:00,2026-05-28T21:29:00.000+02:00,Tupi people,3,2,"Codename Noreste, Bernardosantana12134",Updated short description,1356601331,1,119
