start_time,end_time,title,total_edits,unique_users,combatants,latest_comment,latest_revision,batch_id
2026-05-07T19:42:00.000+02:00,2026-05-07T19:47:00.000+02:00,Satan,4,2,"~2026-27648-15, PatrocleBot",Se revine automat asupra unei modificări distructive (scor [[:m:Machine_learning_models/Proposed/Multilingual_revert_risk|revertrisk.multilingual]]: 0.9939322141537537). Greșit? Raportați [[WP:AA|aici]].,17718737,73
2026-05-07T19:43:00.000+02:00,2026-05-07T19:48:00.000+02:00,Satan,4,2,"~2026-27648-15, PatrocleBot",Se revine automat asupra unei modificări distructive (scor [[:m:Machine_learning_models/Proposed/Multilingual_revert_risk|revertrisk.multilingual]]: 0.9939322141537537). Greșit? Raportați [[WP:AA|aici]].,17718737,73
2026-05-07T19:41:00.000+02:00,2026-05-07T19:46:00.000+02:00,Satan,4,2,"~2026-27648-15, PatrocleBot",Se revine automat asupra unei modificări distructive (scor [[:m:Machine_learning_models/Proposed/Multilingual_revert_risk|revertrisk.multilingual]]: 0.9939322141537537). Greșit? Raportați [[WP:AA|aici]].,17718737,73
2026-05-07T19:44:00.000+02:00,2026-05-07T19:49:00.000+02:00,Satan,4,2,"~2026-27648-15, PatrocleBot",Se revine automat asupra unei modificări distructive (scor [[:m:Machine_learning_models/Proposed/Multilingual_revert_risk|revertrisk.multilingual]]: 0.9939322141537537). Greșit? Raportați [[WP:AA|aici]].,17718737,73
