start_time,end_time,title,total_edits,unique_users,batch_id
2026-05-07T17:13:00.000+02:00,2026-05-07T17:18:00.000+02:00,Q139695350,6,1,7
2026-05-07T17:12:00.000+02:00,2026-05-07T17:17:00.000+02:00,Q139695350,6,1,7
2026-05-07T17:13:00.000+02:00,2026-05-07T17:18:00.000+02:00,Q139695369,6,2,7
2026-05-07T17:12:00.000+02:00,2026-05-07T17:17:00.000+02:00,Q139695369,6,2,7
2026-05-07T17:11:00.000+02:00,2026-05-07T17:16:00.000+02:00,Q139695350,6,1,7
2026-05-07T17:10:00.000+02:00,2026-05-07T17:15:00.000+02:00,Q139695350,6,1,7
2026-05-07T17:11:00.000+02:00,2026-05-07T17:16:00.000+02:00,Q139695369,6,2,7
2026-05-07T17:10:00.000+02:00,2026-05-07T17:15:00.000+02:00,Q139695369,6,2,7
2026-05-07T17:12:00.000+02:00,2026-05-07T17:17:00.000+02:00,"File:Bonn, Breite Straße -- 2020 -- 6487.jpg",5,1,7
2026-05-07T17:10:00.000+02:00,2026-05-07T17:15:00.000+02:00,"File:Bonn, Breite Straße -- 2020 -- 6487.jpg",5,1,7
2026-05-07T17:13:00.000+02:00,2026-05-07T17:18:00.000+02:00,Q139695275,5,1,7
2026-05-07T17:11:00.000+02:00,2026-05-07T17:16:00.000+02:00,Q139695275,5,1,7
2026-05-07T17:10:00.000+02:00,2026-05-07T17:15:00.000+02:00,Q139695275,5,1,7
2026-05-07T17:14:00.000+02:00,2026-05-07T17:19:00.000+02:00,"File:Bonn, Breite Straße -- 2020 -- 6487.jpg",5,1,7
2026-05-07T17:13:00.000+02:00,2026-05-07T17:18:00.000+02:00,"File:Bonn, Breite Straße -- 2020 -- 6487.jpg",5,1,7
2026-05-07T17:11:00.000+02:00,2026-05-07T17:16:00.000+02:00,"File:Bonn, Breite Straße -- 2020 -- 6487.jpg",5,1,7
2026-05-07T17:12:00.000+02:00,2026-05-07T17:17:00.000+02:00,Q139695275,5,1,7
2026-05-07T17:14:00.000+02:00,2026-05-07T17:19:00.000+02:00,Q139695369,5,1,7
2026-05-07T17:14:00.000+02:00,2026-05-07T17:19:00.000+02:00,Q38070447,4,1,7
2026-05-07T17:12:00.000+02:00,2026-05-07T17:17:00.000+02:00,Q38070447,4,1,7
2026-05-07T17:11:00.000+02:00,2026-05-07T17:16:00.000+02:00,Q38070447,4,1,7
2026-05-07T17:11:00.000+02:00,2026-05-07T17:16:00.000+02:00,Q1930547,4,1,7
2026-05-07T17:10:00.000+02:00,2026-05-07T17:15:00.000+02:00,Q1930547,4,1,7
2026-05-07T17:12:00.000+02:00,2026-05-07T17:17:00.000+02:00,M. M. Gopison,4,1,7
2026-05-07T17:10:00.000+02:00,2026-05-07T17:15:00.000+02:00,M. M. Gopison,4,1,7
2026-05-07T17:12:00.000+02:00,2026-05-07T17:17:00.000+02:00,Q130241801,4,1,7
2026-05-07T17:10:00.000+02:00,2026-05-07T17:15:00.000+02:00,Q130241801,4,1,7
2026-05-07T17:14:00.000+02:00,2026-05-07T17:19:00.000+02:00,Q139695275,4,1,7
2026-05-07T17:13:00.000+02:00,2026-05-07T17:18:00.000+02:00,Q38070447,4,1,7
2026-05-07T17:10:00.000+02:00,2026-05-07T17:15:00.000+02:00,Q38070447,4,1,7
2026-05-07T17:13:00.000+02:00,2026-05-07T17:18:00.000+02:00,Q1930547,4,1,7
2026-05-07T17:12:00.000+02:00,2026-05-07T17:17:00.000+02:00,Q1930547,4,1,7
2026-05-07T17:13:00.000+02:00,2026-05-07T17:18:00.000+02:00,M. M. Gopison,4,1,7
2026-05-07T17:11:00.000+02:00,2026-05-07T17:16:00.000+02:00,M. M. Gopison,4,1,7
2026-05-07T17:13:00.000+02:00,2026-05-07T17:18:00.000+02:00,Q130241801,4,1,7
2026-05-07T17:11:00.000+02:00,2026-05-07T17:16:00.000+02:00,Q130241801,4,1,7
