start_time,end_time,title,total_edits,unique_users,combatants,latest_comment,latest_revision,batch_id
2026-05-07T20:11:00.000+02:00,2026-05-07T20:16:00.000+02:00,Ammar Campa-Najjar,4,2,"Fair14u, Tessaract2",Reverted 3 edits by [[Special:Contributions/Fair14u|Fair14u]] ([[User talk:Fair14u|talk]]) to last revision by Natemup,1353024055,182
2026-05-07T20:12:00.000+02:00,2026-05-07T20:17:00.000+02:00,Ammar Campa-Najjar,4,2,"Fair14u, Tessaract2",Reverted 3 edits by [[Special:Contributions/Fair14u|Fair14u]] ([[User talk:Fair14u|talk]]) to last revision by Natemup,1353024055,182
