start_time,end_time,title,total_edits,unique_users,combatants,latest_comment,latest_revision,batch_id
2026-05-07T19:21:00.000+02:00,2026-05-07T19:26:00.000+02:00,Q139695660,19,2,"Robbot, Andre Engels",/* wbsetclaim-create:2||1 */ [[Property:P1451]]: Waar spelen ontdekken is!,,14
2026-05-07T19:23:00.000+02:00,2026-05-07T19:28:00.000+02:00,Q139695660,19,2,"Robbot, Andre Engels",/* wbsetclaim-create:2||1 */ [[Property:P1451]]: Waar spelen ontdekken is!,,14
2026-05-07T19:22:00.000+02:00,2026-05-07T19:27:00.000+02:00,Q139695660,19,2,"Robbot, Andre Engels",/* wbsetclaim-create:2||1 */ [[Property:P1451]]: Waar spelen ontdekken is!,,14
2026-05-07T19:24:00.000+02:00,2026-05-07T19:29:00.000+02:00,Q139695660,19,2,"Robbot, Andre Engels",/* wbsetclaim-create:2||1 */ [[Property:P1451]]: Waar spelen ontdekken is!,,14
