start_time,end_time,title,total_edits,unique_users,combatants,latest_comment,latest_revision,batch_id
2026-05-07T21:34:00.000+02:00,2026-05-07T21:39:00.000+02:00,Patrick Bruel,4,2,"Fandeciné24, Charles Chimits",Correction d'une faute d'écriture.,235965435,433
2026-05-07T21:34:00.000+02:00,2026-05-07T21:39:00.000+02:00,ضياء العوضى,4,2,"Maher Asaad Baker, Reonps",/* */ تم اضافة التصنيف,13037528,433
