start_time,end_time,title,total_edits,unique_users,combatants,latest_comment,latest_revision,batch_id
2026-05-07T20:21:00.000+02:00,2026-05-07T20:26:00.000+02:00,Jérémy Doku,4,2,"Morkoz, ~2026-27883-45",Révocation d’une modification de [[Special:Contributions/~2026-27883-45|~2026-27883-45]] (retour à la dernière version de [[:User:Morkoz|Morkoz]]),235963714,222
