start_time,end_time,title,total_edits,unique_users,combatants,latest_comment,latest_revision,batch_id
2026-05-07T19:38:00.000+02:00,2026-05-07T19:43:00.000+02:00,Juan Reynoso Guzmán,4,2,"Nuria, the witch, Bakerseems","Revertidas 2 ediciones de [[Special:Contributions/Bakerseems|Bakerseems]] ([[User talk:Bakerseems|disc.]]) a la última edición de Nuria, the witch",173349322,60
2026-05-07T19:39:00.000+02:00,2026-05-07T19:44:00.000+02:00,Juan Reynoso Guzmán,4,2,"Nuria, the witch, Bakerseems","Revertidas 2 ediciones de [[Special:Contributions/Bakerseems|Bakerseems]] ([[User talk:Bakerseems|disc.]]) a la última edición de Nuria, the witch",173349322,60
