start_time,end_time,title,total_edits,unique_users,combatants,latest_comment,latest_revision,reverts_count,batch_id
2026-05-28T20:10:00.000+02:00,2026-05-28T20:15:00.000+02:00,Q139968466,2,1,Patandor,/* undo:0||2498846264|Patandor */,,1,47
2026-05-28T20:11:00.000+02:00,2026-05-28T20:16:00.000+02:00,Q139968466,2,1,Patandor,/* undo:0||2498846264|Patandor */,,1,47
2026-05-28T20:12:00.000+02:00,2026-05-28T20:17:00.000+02:00,Q139968466,2,1,Patandor,/* undo:0||2498846264|Patandor */,,1,47
2026-05-28T20:14:00.000+02:00,2026-05-28T20:19:00.000+02:00,Q139968466,2,1,Patandor,/* undo:0||2498846264|Patandor */,,1,47
2026-05-28T20:13:00.000+02:00,2026-05-28T20:18:00.000+02:00,Q139968466,2,1,Patandor,/* undo:0||2498846264|Patandor */,,1,47
