start_time,end_time,title,total_edits,unique_users,combatants,latest_comment,latest_revision,batch_id
2026-05-07T20:30:00.000+02:00,2026-05-07T20:35:00.000+02:00,Baldassare Castiglione,4,3,"Tessaract2, ~2026-27806-37, Asukite",Reverted 1 edit by [[Special:Contributions/~2026-27806-37|~2026-27806-37]] ([[User talk:~2026-27806-37|talk]]) to last revision by Asukite,1353026629,247
