start_time,end_time,title,total_edits,unique_users,combatants,latest_comment,latest_revision,reverts_count,batch_id
2026-05-28T21:08:00.000+02:00,2026-05-28T21:13:00.000+02:00,Muxe,2,2,"Divinations, ~2026-31966-77",/* */ mushe,173684639,1,86
2026-05-28T21:08:00.000+02:00,2026-05-28T21:13:00.000+02:00,Pattie Gonia,2,2,"Adakiko, Jcdubacq",Undid 4 revisions from [[Special:Diff/1356585688|1356585688]] until [[Special:Diff/1356596492|1356596492]] restore citations supporting content,1356598783,1,86
2026-05-28T21:09:00.000+02:00,2026-05-28T21:14:00.000+02:00,Muxe,2,2,"Divinations, ~2026-31966-77",/* */ mushe,173684639,1,86
2026-05-28T21:12:00.000+02:00,2026-05-28T21:17:00.000+02:00,Muxe,2,2,"Divinations, ~2026-31966-77",/* */ mushe,173684639,1,86
2026-05-28T21:09:00.000+02:00,2026-05-28T21:14:00.000+02:00,Pattie Gonia,2,2,"Adakiko, Jcdubacq",Undid 4 revisions from [[Special:Diff/1356585688|1356585688]] until [[Special:Diff/1356596492|1356596492]] restore citations supporting content,1356598783,1,86
2026-05-28T21:10:00.000+02:00,2026-05-28T21:15:00.000+02:00,Muxe,2,2,"Divinations, ~2026-31966-77",/* */ mushe,173684639,1,86
2026-05-28T21:10:00.000+02:00,2026-05-28T21:15:00.000+02:00,Pattie Gonia,2,2,"Adakiko, Jcdubacq",Undid 4 revisions from [[Special:Diff/1356585688|1356585688]] until [[Special:Diff/1356596492|1356596492]] restore citations supporting content,1356598783,1,86
2026-05-28T21:11:00.000+02:00,2026-05-28T21:16:00.000+02:00,Muxe,2,2,"Divinations, ~2026-31966-77",/* */ mushe,173684639,1,86
