start_time,end_time,title,total_edits,unique_users,batch_id
2026-05-07T18:39:00.000+02:00,2026-05-07T18:44:00.000+02:00,Q139695593,8,1,122
2026-05-07T18:38:00.000+02:00,2026-05-07T18:43:00.000+02:00,Q139695593,8,1,122
2026-05-07T18:37:00.000+02:00,2026-05-07T18:42:00.000+02:00,Q139695593,8,1,122
2026-05-07T18:36:00.000+02:00,2026-05-07T18:41:00.000+02:00,Q139695593,8,1,122
2026-05-07T18:36:00.000+02:00,2026-05-07T18:41:00.000+02:00,Q139574594,6,1,122
2026-05-07T18:39:00.000+02:00,2026-05-07T18:44:00.000+02:00,Q3423132,5,1,122
2026-05-07T18:38:00.000+02:00,2026-05-07T18:43:00.000+02:00,Q3423132,5,1,122
2026-05-07T18:38:00.000+02:00,2026-05-07T18:43:00.000+02:00,Q67183573,5,1,122
2026-05-07T18:38:00.000+02:00,2026-05-07T18:43:00.000+02:00,Q139574594,5,1,122
2026-05-07T18:37:00.000+02:00,2026-05-07T18:42:00.000+02:00,Q139574594,5,1,122
2026-05-07T18:38:00.000+02:00,2026-05-07T18:43:00.000+02:00,Q139695623,5,1,122
2026-05-07T18:37:00.000+02:00,2026-05-07T18:42:00.000+02:00,Q3423132,5,1,122
2026-05-07T18:36:00.000+02:00,2026-05-07T18:41:00.000+02:00,Q3423132,5,1,122
2026-05-07T18:39:00.000+02:00,2026-05-07T18:44:00.000+02:00,Q67183573,5,1,122
2026-05-07T18:37:00.000+02:00,2026-05-07T18:42:00.000+02:00,Q67183573,5,1,122
2026-05-07T18:36:00.000+02:00,2026-05-07T18:41:00.000+02:00,Q67183573,5,1,122
2026-05-07T18:36:00.000+02:00,2026-05-07T18:41:00.000+02:00,Q15823224,5,1,122
2026-05-07T18:39:00.000+02:00,2026-05-07T18:44:00.000+02:00,Q139574594,5,1,122
2026-05-07T18:39:00.000+02:00,2026-05-07T18:44:00.000+02:00,Q139695623,5,1,122
2026-05-07T18:37:00.000+02:00,2026-05-07T18:42:00.000+02:00,Q139695623,5,1,122
2026-05-07T18:36:00.000+02:00,2026-05-07T18:41:00.000+02:00,Q139695623,5,1,122
2026-05-07T18:39:00.000+02:00,2026-05-07T18:44:00.000+02:00,Q109236519,4,1,122
2026-05-07T18:39:00.000+02:00,2026-05-07T18:44:00.000+02:00,Q15823224,4,1,122
2026-05-07T18:38:00.000+02:00,2026-05-07T18:43:00.000+02:00,Q15823224,4,1,122
2026-05-07T18:38:00.000+02:00,2026-05-07T18:43:00.000+02:00,Q139695624,4,1,122
2026-05-07T18:36:00.000+02:00,2026-05-07T18:41:00.000+02:00,Q139695283,4,1,122
2026-05-07T18:36:00.000+02:00,2026-05-07T18:41:00.000+02:00,Q320163,4,1,122
2026-05-07T18:38:00.000+02:00,2026-05-07T18:43:00.000+02:00,Q109236519,4,1,122
2026-05-07T18:37:00.000+02:00,2026-05-07T18:42:00.000+02:00,Q109236519,4,1,122
2026-05-07T18:36:00.000+02:00,2026-05-07T18:41:00.000+02:00,Q109236519,4,1,122
2026-05-07T18:40:00.000+02:00,2026-05-07T18:45:00.000+02:00,Q139695593,4,1,122
2026-05-07T18:37:00.000+02:00,2026-05-07T18:42:00.000+02:00,Q15823224,4,1,122
2026-05-07T18:39:00.000+02:00,2026-05-07T18:44:00.000+02:00,Q139695624,4,1,122
2026-05-07T18:37:00.000+02:00,2026-05-07T18:42:00.000+02:00,Q139695624,4,1,122
2026-05-07T18:36:00.000+02:00,2026-05-07T18:41:00.000+02:00,Q139695624,4,1,122
