start_time,end_time,title,total_edits,unique_users,combatants,latest_comment,latest_revision,reverts_count,batch_id
2026-05-28T20:51:00.000+02:00,2026-05-28T20:56:00.000+02:00,1993 United States Senate special election in Texas,2,2,"~2026-31814-63, CharterTheGoob",Reverted edits by [[Special:Contributions/~2026-31814-63|~2026-31814-63]] ([[User talk:~2026-31814-63|talk]]): adding [[WP:CITE|unsourced content]] ([[WP:AntiVandal|AV]]),1356596005,1,64
2026-05-28T20:52:00.000+02:00,2026-05-28T20:57:00.000+02:00,1993 United States Senate special election in Texas,2,2,"~2026-31814-63, CharterTheGoob",Reverted edits by [[Special:Contributions/~2026-31814-63|~2026-31814-63]] ([[User talk:~2026-31814-63|talk]]): adding [[WP:CITE|unsourced content]] ([[WP:AntiVandal|AV]]),1356596005,1,64
2026-05-28T20:53:00.000+02:00,2026-05-28T20:58:00.000+02:00,1993 United States Senate special election in Texas,2,2,"~2026-31814-63, CharterTheGoob",Reverted edits by [[Special:Contributions/~2026-31814-63|~2026-31814-63]] ([[User talk:~2026-31814-63|talk]]): adding [[WP:CITE|unsourced content]] ([[WP:AntiVandal|AV]]),1356596005,1,64
2026-05-28T20:54:00.000+02:00,2026-05-28T20:59:00.000+02:00,1993 United States Senate special election in Texas,2,2,"~2026-31814-63, CharterTheGoob",Reverted edits by [[Special:Contributions/~2026-31814-63|~2026-31814-63]] ([[User talk:~2026-31814-63|talk]]): adding [[WP:CITE|unsourced content]] ([[WP:AntiVandal|AV]]),1356596005,1,64
2026-05-28T20:55:00.000+02:00,2026-05-28T21:00:00.000+02:00,1993 United States Senate special election in Texas,2,2,"~2026-31814-63, CharterTheGoob",Reverted edits by [[Special:Contributions/~2026-31814-63|~2026-31814-63]] ([[User talk:~2026-31814-63|talk]]): adding [[WP:CITE|unsourced content]] ([[WP:AntiVandal|AV]]),1356596005,1,64
