start_time,end_time,title,total_edits,unique_users,combatants,latest_comment,batch_id
2026-05-07T19:11:00.000+02:00,2026-05-07T19:16:00.000+02:00,Melbourn Village College,4,2,"Gommeh, ~2026-27788-97","",18
2026-05-07T19:11:00.000+02:00,2026-05-07T19:16:00.000+02:00,Wikipédia:Le saviez-vous ?/Anecdotes proposées,4,2,"GhosterBot, HistoVG",[bot] 1338ème anecdote [25041] de Fanfwah sur ''Asturias (œuvre musicale)'',18
2026-05-07T19:12:00.000+02:00,2026-05-07T19:17:00.000+02:00,Melbourn Village College,4,2,"Gommeh, ~2026-27788-97","",18
2026-05-07T19:12:00.000+02:00,2026-05-07T19:17:00.000+02:00,Wikipedia:新条目推荐/候选,4,2,"AT, 菜國人",-|ac68e62467ba5f22f604effeef3bc6286ddaa91c /*《指环王》中的封建效忠*/ (dyktool),18
2026-05-07T19:11:00.000+02:00,2026-05-07T19:16:00.000+02:00,Wikipedia:新条目推荐/候选,4,2,"AT, 菜國人",-|ac68e62467ba5f22f604effeef3bc6286ddaa91c /*《指环王》中的封建效忠*/ (dyktool),18
2026-05-07T19:11:00.000+02:00,2026-05-07T19:16:00.000+02:00,Wiktionary:Requests for deletion/Reconstruction,4,2,"TooSimilarT0DaFollowingUsername, Mellohi!",[[MediaWiki:Gadget-aWa.js/documentation|aWa]]: Archiving 1 discussion to [[Reconstruction talk:Proto-Malayic/isa(ʔ)]],18
2026-05-07T19:12:00.000+02:00,2026-05-07T19:17:00.000+02:00,Wikipédia:Le saviez-vous ?/Anecdotes proposées,4,2,"GhosterBot, HistoVG",[bot] 1338ème anecdote [25041] de Fanfwah sur ''Asturias (œuvre musicale)'',18
