start_time,end_time,title,total_edits,unique_users,combatants,latest_comment,latest_revision,batch_id
2026-05-07T21:25:00.000+02:00,2026-05-07T21:30:00.000+02:00,Jan van Eyck,4,3,"~2026-27578-41, ~2026-27765-66, Tessaract2",Reverted 1 edit by [[Special:Contributions/~2026-27578-41|~2026-27578-41]] ([[User talk:~2026-27578-41|talk]]) to last revision by Tessaract2,1353033711,403
2026-05-07T21:26:00.000+02:00,2026-05-07T21:31:00.000+02:00,Jan van Eyck,4,3,"~2026-27578-41, ~2026-27765-66, Tessaract2",Reverted 1 edit by [[Special:Contributions/~2026-27578-41|~2026-27578-41]] ([[User talk:~2026-27578-41|talk]]) to last revision by Tessaract2,1353033711,403
2026-05-07T21:24:00.000+02:00,2026-05-07T21:29:00.000+02:00,Jan van Eyck,4,3,"~2026-27578-41, ~2026-27765-66, Tessaract2",Reverted 1 edit by [[Special:Contributions/~2026-27578-41|~2026-27578-41]] ([[User talk:~2026-27578-41|talk]]) to last revision by Tessaract2,1353033711,403
