start_time,end_time,title,total_edits,unique_users,combatants,latest_comment,latest_revision,batch_id
2026-05-07T20:01:00.000+02:00,2026-05-07T20:06:00.000+02:00,Wikipédia:Demande de suppression immédiate,4,2,"Michelleunen, Ruyblas13",Demande de suppression immédiate → [[:Historique du CR Belouizdad en Coupe d'Algérie]] ([[:Discussion:Historique_du_CR_Belouizdad_en_Coupe_d'Algérie/Admissibilité|Voir]]),235963257,144
2026-05-07T20:02:00.000+02:00,2026-05-07T20:07:00.000+02:00,Wikipédia:Demande de suppression immédiate,4,2,"Michelleunen, Ruyblas13",Demande de suppression immédiate → [[:Historique du CR Belouizdad en Coupe d'Algérie]] ([[:Discussion:Historique_du_CR_Belouizdad_en_Coupe_d'Algérie/Admissibilité|Voir]]),235963257,144
