start_time,end_time,title,total_edits,unique_users,combatants,latest_comment,latest_revision,batch_id
2026-05-07T20:52:00.000+02:00,2026-05-07T20:57:00.000+02:00,Ергенът 2026,6,2,"~2026-25485-41, Nightname1",/* Участници */,12900719,330
2026-05-07T20:53:00.000+02:00,2026-05-07T20:58:00.000+02:00,Ергенът 2026,5,2,"~2026-25485-41, Nightname1",/* Участници */,12900719,330
2026-05-07T20:52:00.000+02:00,2026-05-07T20:57:00.000+02:00,"Matilda Simon, 3rd Baroness Simon of Wythenshawe",4,2,"~2026-27704-87, TonySt",/* */ Birth name added,1353029593,330
