start_time,end_time,title,total_edits,unique_users,combatants,latest_comment,latest_revision,batch_id
2026-05-07T20:47:00.000+02:00,2026-05-07T20:52:00.000+02:00,Laudium,7,4,"~2026-27683-44, Tessaract2, Em-mustapha, Toast1454",Reverted edit by [[Special:Contribs/~2026-27683-44|~2026-27683-44]] ([[User talk:~2026-27683-44|talk]]) to last version by Toast1454,1353028857,309
2026-05-07T20:48:00.000+02:00,2026-05-07T20:53:00.000+02:00,Laudium,6,4,"~2026-27683-44, Tessaract2, Em-mustapha, Toast1454",Reverted edit by [[Special:Contribs/~2026-27683-44|~2026-27683-44]] ([[User talk:~2026-27683-44|talk]]) to last version by Toast1454,1353028857,309
2026-05-07T20:49:00.000+02:00,2026-05-07T20:54:00.000+02:00,Laudium,4,3,"~2026-27683-44, Em-mustapha, Toast1454",Reverted edit by [[Special:Contribs/~2026-27683-44|~2026-27683-44]] ([[User talk:~2026-27683-44|talk]]) to last version by Toast1454,1353028857,309
