start_time,end_time,title,total_edits,unique_users,combatants,latest_comment,latest_revision,batch_id
2026-05-07T21:33:00.000+02:00,2026-05-07T21:38:00.000+02:00,Wikipedia:In the news/Candidates,4,2,"Natg 19, JacobTheRox",strike,1353035072,431
2026-05-07T21:34:00.000+02:00,2026-05-07T21:39:00.000+02:00,Wikipedia:In the news/Candidates,4,2,"Natg 19, JacobTheRox",strike,1353035072,431
