start_time,end_time,title,total_edits,unique_users,combatants,latest_comment,latest_revision,batch_id
2026-05-07T20:54:00.000+02:00,2026-05-07T20:59:00.000+02:00,2026 Indian Premier League,4,2,"Sush150, PEditorS10",/* Points table */,1353029811,337
2026-05-07T20:55:00.000+02:00,2026-05-07T21:00:00.000+02:00,2026 Indian Premier League,4,2,"Sush150, PEditorS10",/* Points table */,1353029811,337
