start_time,end_time,title,total_edits,unique_users,batch_id
2026-05-07T17:50:00.000+02:00,2026-05-07T17:55:00.000+02:00,Q109344477,9,1,33
2026-05-07T17:49:00.000+02:00,2026-05-07T17:54:00.000+02:00,Q109344477,9,1,33
2026-05-07T17:48:00.000+02:00,2026-05-07T17:53:00.000+02:00,Q109344477,9,1,33
2026-05-07T17:50:00.000+02:00,2026-05-07T17:55:00.000+02:00,Q139062822,7,1,33
2026-05-07T17:49:00.000+02:00,2026-05-07T17:54:00.000+02:00,Q139062822,7,1,33
2026-05-07T17:48:00.000+02:00,2026-05-07T17:53:00.000+02:00,Q139062822,7,1,33
2026-05-07T17:50:00.000+02:00,2026-05-07T17:55:00.000+02:00,Wikipedia:削除依頼/ログ/今週/topic list,6,1,33
2026-05-07T17:51:00.000+02:00,2026-05-07T17:56:00.000+02:00,Q139062822,6,1,33
2026-05-07T17:48:00.000+02:00,2026-05-07T17:53:00.000+02:00,Q138913525,6,1,33
2026-05-07T17:51:00.000+02:00,2026-05-07T17:56:00.000+02:00,Wikipedia:削除依頼/ログ/今週/topic list,6,1,33
2026-05-07T17:49:00.000+02:00,2026-05-07T17:54:00.000+02:00,Wikipedia:削除依頼/ログ/今週/topic list,6,1,33
2026-05-07T17:48:00.000+02:00,2026-05-07T17:53:00.000+02:00,Wikipedia:削除依頼/ログ/今週/topic list,6,1,33
2026-05-07T17:50:00.000+02:00,2026-05-07T17:55:00.000+02:00,Q138913525,6,1,33
2026-05-07T17:49:00.000+02:00,2026-05-07T17:54:00.000+02:00,Q138913525,6,1,33
2026-05-07T17:51:00.000+02:00,2026-05-07T17:56:00.000+02:00,Q109344477,6,1,33
2026-05-07T17:48:00.000+02:00,2026-05-07T17:53:00.000+02:00,Q139695469,5,1,33
2026-05-07T17:50:00.000+02:00,2026-05-07T17:55:00.000+02:00,Q139695469,5,1,33
2026-05-07T17:49:00.000+02:00,2026-05-07T17:54:00.000+02:00,Q139695469,5,1,33
2026-05-07T17:50:00.000+02:00,2026-05-07T17:55:00.000+02:00,Benutzer Diskussion:Medizinolaldehydostaticum,4,2,33
2026-05-07T17:49:00.000+02:00,2026-05-07T17:54:00.000+02:00,Benutzer Diskussion:Medizinolaldehydostaticum,4,2,33
2026-05-07T17:50:00.000+02:00,2026-05-07T17:55:00.000+02:00,Halaman:Gelora Konfrontasi Mengganjang Malaysia.pdf/3,4,1,33
2026-05-07T17:49:00.000+02:00,2026-05-07T17:54:00.000+02:00,Halaman:Gelora Konfrontasi Mengganjang Malaysia.pdf/3,4,1,33
2026-05-07T17:48:00.000+02:00,2026-05-07T17:53:00.000+02:00,Halaman:Gelora Konfrontasi Mengganjang Malaysia.pdf/3,4,1,33
2026-05-07T17:51:00.000+02:00,2026-05-07T17:56:00.000+02:00,Q139695469,4,1,33
2026-05-07T17:50:00.000+02:00,2026-05-07T17:55:00.000+02:00,××消费金融有限公司、王××金融借款合同纠纷民事一审民事判决书,4,1,33
2026-05-07T17:49:00.000+02:00,2026-05-07T17:54:00.000+02:00,××消费金融有限公司、王××金融借款合同纠纷民事一审民事判决书,4,1,33
2026-05-07T17:48:00.000+02:00,2026-05-07T17:53:00.000+02:00,××消费金融有限公司、王××金融借款合同纠纷民事一审民事判决书,4,1,33
2026-05-07T17:50:00.000+02:00,2026-05-07T17:55:00.000+02:00,Q139695458,4,1,33
2026-05-07T17:49:00.000+02:00,2026-05-07T17:54:00.000+02:00,Q139695458,4,1,33
2026-05-07T17:48:00.000+02:00,2026-05-07T17:53:00.000+02:00,Q139695458,4,1,33
2026-05-07T17:48:00.000+02:00,2026-05-07T17:53:00.000+02:00,Benutzer Diskussion:Medizinolaldehydostaticum,4,2,33
