time,user,is_bot,title,length_diff,editor_type,category
2026-01-28 20:30:30,Oronsay,false,Q39032060,1421,HUMAN,ARTYKUŁ
2026-01-28 20:30:31,Lp0 on fire,false,Talk:ESkilled,161,HUMAN,DYSKUSJA
2026-01-28 20:30:31,Extraordinary Writ,false,Wikipedia:Requests for comment/Merging merge discussions with AfD,586,HUMAN,ARTYKUŁ
2026-01-28 20:30:32,Rkieferbot,true,File:On the way to Song-Kul. (3968859976).jpg,44,BOT,ARTYKUŁ
2026-01-28 20:30:32,Kolja21,false,Q59727981,1181,HUMAN,ARTYKUŁ
2026-01-28 20:30:33,Emijrpbot,true,File:View of New York City MET APS1661.jpg,352,BOT,ARTYKUŁ
2026-01-28 20:30:34,Pseudo01,false,BFM TV,-4,HUMAN,ARTYKUŁ
2026-01-28 20:30:35,MKP2020,false,2025–26 NCAA Division I men's basketball season,6,HUMAN,ARTYKUŁ
2026-01-28 20:30:36,Rkieferbot,true,File:Coyote in Griffith Park 3.jpg,38,BOT,ARTYKUŁ
2026-01-28 20:30:37,MidleadingBot,true,Q66238707,719,BOT,ARTYKUŁ
2026-01-28 20:30:37,Selina Dedalus,false,Wikipedia talk:Vital articles/Level/5/Society,167,HUMAN,ARTYKUŁ
2026-01-28 20:30:38,Lonkness,false,Back Bay station,388,HUMAN,ARTYKUŁ
2026-01-28 20:30:38,Cewbot,true,Q51470447,3466,BOT,ARTYKUŁ
2026-01-28 20:30:39,SchlurcherBot,true,"File:Rock Castle, Indian Lake Road (Berry Lane), Hendersonville, Sumner County, TN HABS TENN,83-HEND.V,2- (sheet 1 of 9).tif",2374,BOT,ARTYKUŁ
2026-01-28 20:30:30,Emijrpbot,true,File:Rio Alva - Penalva de Alva - Portugal (37637579981).jpg,1969,BOT,ARTYKUŁ
2026-01-28 20:30:31,Әмир,false,Q137920291,435,HUMAN,ARTYKUŁ
2026-01-28 20:30:31,DannyS712 bot III,false,User:DannyS712 bot III/Redirects.json,-213,HUMAN,ARTYKUŁ
2026-01-28 20:30:32,Insyrt,false,Q137920249,362,HUMAN,ARTYKUŁ
2026-01-28 20:30:32,ManuelB701,false,Q136676688,413,HUMAN,ARTYKUŁ
2026-01-28 20:30:33,Mr buick,false,Cultura in Abruzzo,2,HUMAN,ARTYKUŁ
2026-01-28 20:30:34,Daniel Case,false,Wikipedia:Administrators' noticeboard/Edit warring,30,HUMAN,ARTYKUŁ
2026-01-28 20:30:35,DOPBot,true,File:Dop20rgbi 32 498 5874 2 ni 2021-04-28.tif,84,BOT,ARTYKUŁ
2026-01-28 20:30:36,Traitrich,false,José Jara y García,0,HUMAN,ARTYKUŁ
2026-01-28 20:30:37,Emijrpbot,true,File:Urumea ibaia Loiolan 07.jpg,1985,BOT,ARTYKUŁ
2026-01-28 20:30:37,Benzoyl,false,File:高橋奎二 (51003638171).jpg,25,HUMAN,ARTYKUŁ
2026-01-28 20:30:38,Ceedii1234,false,Präsidentschaftswahl in Portugal 2026,69,HUMAN,ARTYKUŁ
2026-01-28 20:30:39,Rkieferbot,true,File:Animals pasture on the steppe of Song-kul. (3968862352).jpg,44,BOT,ARTYKUŁ
